transaction_id,amount,merchant_category,hour_of_day,day_of_week,is_online,device_type,card_present,pin_used,distance_from_home,is_foreign,merchant_trust,card_age_days,account_age_months,avg_transaction_amount,transactions_last_24h,transactions_last_week,amount_to_avg_ratio,daily_transaction_velocity,weekly_transaction_velocity,time_since_last_txn,previous_fraud_count,is_fraud
TXN00027861,3.63,Gas Station,0,5,0,In-Person,1,1,14.89,1,5,1883,7,57.72,2,13,0.062,2.0,1.857,0.66,0,0
TXN00027862,625.65,Online,14,6,0,Mobile,0,1,30.75,0,9,74,1,35.41,4,19,17.181,4.0,2.714,16.97,0,0
TXN00027863,36.25,Entertainment,2,5,1,In-Person,1,1,14.02,1,7,2357,102,155.47,1,17,0.232,1.0,2.429,2.8,0,0
TXN00027864,117.72,Entertainment,20,0,0,In-Person,1,1,13.48,0,7,3034,100,283.47,2,21,0.414,2.0,3.0,7.88,0,0
TXN00027865,17.53,Online,19,5,0,In-Person,1,0,51.4,0,6,2210,96,61.18,3,14,0.282,3.0,2.0,12.87,0,0
TXN00027866,100.48,Grocery,22,4,0,Tablet,0,1,8.76,0,4,2197,85,25.06,3,10,3.856,3.0,1.429,18.51,0,0
TXN00027867,389.71,Travel,21,2,0,In-Person,1,1,12.87,0,5,846,70,53.81,3,14,7.11,3.0,2.0,26.08,2,0
TXN00027868,1002.52,Gas Station,11,6,1,In-Person,1,0,39.89,0,2,1041,113,62.06,1,23,15.899,1.0,3.286,11.74,0,0
TXN00027869,277.95,Travel,18,1,1,Tablet,0,1,9.4,0,10,618,44,7.89,2,14,31.273,2.0,2.0,5.41,0,0
TXN00027870,107.89,Grocery,15,6,0,In-Person,1,0,33.86,0,5,1223,104,71.16,3,18,1.495,3.0,2.571,0.92,1,0
TXN00027871,99.33,Travel,7,5,0,Desktop,0,0,10.92,0,7,3551,40,53.77,1,19,1.814,1.0,2.714,0.66,1,0
TXN00027872,13.57,Travel,23,6,1,In-Person,1,0,35.59,0,7,2409,32,52.99,2,12,0.251,2.0,1.714,5.58,0,0
TXN00027873,3.74,Gas Station,13,6,0,In-Person,1,1,32.49,0,7,1271,114,158.97,2,13,0.023,2.0,1.857,5.05,0,0
TXN00027874,23.61,Grocery,17,0,1,In-Person,1,0,27.06,0,8,1572,54,51.19,4,14,0.452,4.0,2.0,4.2,0,0
TXN00027875,133.57,Retail,22,3,1,In-Person,1,1,28.12,1,8,269,15,99.12,1,16,1.334,1.0,2.286,18.98,0,0
TXN00027876,146.13,Entertainment,0,0,1,In-Person,1,1,12.38,0,7,3068,53,17.69,1,11,7.819,1.0,1.571,1.96,1,0
TXN00027877,1.0,Online,1,1,0,In-Person,1,0,30.23,1,8,698,54,67.57,2,15,0.015,2.0,2.143,6.56,0,0
TXN00027878,5.82,Restaurant,23,1,0,Mobile,0,0,25.13,0,3,2094,72,90.35,4,12,0.064,4.0,1.714,9.94,1,0
TXN00027879,32.56,Gas Station,11,0,0,Mobile,0,1,11.06,0,7,3044,102,17.97,2,13,1.717,2.0,1.857,30.01,0,0
TXN00027880,16.71,Online,16,3,0,In-Person,1,0,2.31,0,6,15,38,34.61,2,16,0.469,2.0,2.286,8.78,0,0
TXN00027881,11.46,Gas Station,1,3,1,Desktop,0,0,7.85,0,9,903,54,101.72,0,16,0.112,0.0,2.286,10.67,1,0
TXN00027882,209.89,Gas Station,16,6,0,In-Person,1,0,13.39,0,10,206,41,71.41,4,15,2.899,4.0,2.143,16.37,0,0
TXN00027883,39.9,Retail,20,1,1,Desktop,0,0,24.81,0,3,2296,88,43.61,3,15,0.894,3.0,2.143,12.45,0,0
TXN00027884,203.03,Grocery,6,6,1,Mobile,0,0,17.25,0,6,2553,23,149.12,1,17,1.352,1.0,2.429,16.14,0,0
TXN00027885,2.79,Travel,5,0,1,In-Person,1,0,2.64,0,4,740,43,67.46,2,15,0.041,2.0,2.143,18.1,1,0
TXN00027886,39.59,Grocery,5,2,1,Mobile,0,1,8.62,0,8,1329,3,12.2,1,14,3.0,1.0,2.0,7.0,0,0
TXN00027887,17.4,Gas Station,21,2,0,Mobile,0,0,31.6,0,6,559,16,83.47,0,17,0.206,0.0,2.429,2.17,0,0
TXN00027888,64.29,Grocery,7,1,1,Desktop,0,1,8.36,0,2,3505,19,43.38,3,8,1.449,3.0,1.143,10.2,0,0
TXN00027889,1.0,Online,4,3,1,Mobile,0,0,16.9,0,2,733,38,49.23,2,15,0.02,2.0,2.143,20.08,0,0
TXN00027890,1177.04,Entertainment,14,2,0,Tablet,0,0,6.81,0,6,50,32,23.62,2,17,47.811,2.0,2.429,5.47,0,0
TXN00027891,26.35,Gas Station,6,0,0,In-Person,1,1,9.92,0,4,1357,13,30.01,4,13,0.85,4.0,1.857,2.47,0,0
TXN00027892,96.52,Grocery,2,6,0,In-Person,1,0,2.87,0,1,1798,96,35.7,1,18,2.63,1.0,2.571,28.86,0,0
TXN00027893,247.69,Online,9,4,0,Mobile,0,1,25.4,0,5,1214,96,172.39,4,17,1.429,4.0,2.429,3.38,1,0
TXN00027894,408.9,Retail,2,4,1,Desktop,0,1,17.11,0,9,1970,10,51.31,2,15,7.817,2.0,2.143,4.29,0,0
TXN00027895,23.77,Gas Station,13,3,0,In-Person,1,1,27.74,0,8,1645,74,40.33,2,12,0.575,2.0,1.714,21.94,0,0
TXN00027896,303.81,Restaurant,21,5,0,Mobile,0,0,10.47,0,7,729,78,19.62,3,13,14.734,3.0,1.857,20.2,0,0
TXN00027897,287.78,Travel,2,4,0,Mobile,0,1,18.15,0,5,1469,97,277.01,2,15,1.035,2.0,2.143,2.41,0,0
TXN00027898,35.04,Retail,0,0,1,In-Person,1,0,16.84,0,5,2003,13,67.24,3,16,0.513,3.0,2.286,7.53,0,0
TXN00027899,75.72,Restaurant,0,5,0,Tablet,0,0,6.76,0,10,1093,47,16.93,1,17,4.222,1.0,2.429,9.78,0,0
TXN00027900,11.12,Restaurant,18,1,1,In-Person,1,1,25.63,0,7,3409,6,68.15,0,7,0.161,0.0,1.0,1.49,0,0
TXN00027901,28.14,Grocery,3,1,1,Tablet,0,0,18.22,0,7,2976,2,20.78,1,13,1.292,1.0,1.857,3.72,0,0
TXN00027902,93.88,Restaurant,1,0,1,In-Person,1,0,28.82,0,9,1644,45,36.35,1,8,2.514,1.0,1.143,16.14,1,0
TXN00027903,500.22,Gas Station,10,1,0,Mobile,0,0,10.73,0,6,823,44,32.38,4,13,14.985,4.0,1.857,2.85,0,0
TXN00027904,39.95,Grocery,23,0,0,In-Person,1,1,45.26,0,6,347,57,74.34,2,16,0.53,2.0,2.286,12.58,0,0
TXN00027905,29.24,Grocery,11,0,0,In-Person,1,1,18.29,0,6,2301,41,61.12,3,21,0.471,3.0,3.0,18.82,0,0
TXN00027906,51.95,Entertainment,12,4,0,Mobile,0,0,29.68,0,7,3567,26,14.67,3,15,3.315,3.0,2.143,0.03,0,0
TXN00027907,5.43,Retail,15,5,0,In-Person,1,0,27.23,0,7,3376,113,164.67,2,22,0.033,2.0,3.143,0.3,0,0
TXN00027908,8.66,Restaurant,15,4,0,Mobile,0,0,29.45,1,8,1242,109,112.4,2,14,0.076,2.0,2.0,3.82,0,0
TXN00027909,23.94,Retail,18,3,0,Desktop,0,1,13.02,0,8,689,82,72.77,3,14,0.325,3.0,2.0,17.5,0,0
TXN00027910,11.32,Online,22,4,0,Desktop,0,0,27.65,0,4,1810,31,19.02,1,13,0.565,1.0,1.857,35.76,0,0
TXN00027911,3.04,Travel,19,1,1,In-Person,1,1,28.89,0,7,3452,36,126.87,4,13,0.024,4.0,1.857,0.85,0,0
TXN00027912,57.35,Grocery,20,5,0,In-Person,1,1,2.75,0,6,2716,119,37.52,2,18,1.489,2.0,2.571,1.6,0,0
TXN00027913,1264.85,Online,19,4,0,In-Person,1,1,8.06,0,3,2636,1,226.95,1,16,5.549,1.0,2.286,8.79,0,0
TXN00027914,56.53,Retail,8,0,0,In-Person,1,0,18.93,0,6,3399,47,96.55,1,15,0.579,1.0,2.143,1.12,1,0
TXN00027915,1.47,Retail,15,4,1,In-Person,1,1,32.42,0,9,2190,89,49.45,1,14,0.029,1.0,2.0,4.79,0,0
TXN00027916,177.44,Retail,6,1,0,In-Person,1,1,24.1,0,5,2776,108,15.13,2,15,11.003,2.0,2.143,30.37,0,0
TXN00027917,124.1,Gas Station,12,3,0,Desktop,0,0,6.17,0,5,720,45,181.88,1,19,0.679,1.0,2.714,5.51,1,0
TXN00027918,145.86,Travel,3,5,1,Desktop,0,1,4.37,0,8,2969,59,35.02,2,16,4.05,2.0,2.286,0.46,0,0
TXN00027919,9.6,Gas Station,12,2,1,In-Person,1,1,19.23,0,5,2828,13,53.99,0,9,0.175,0.0,1.286,4.55,0,0
TXN00027920,128.37,Online,7,5,0,In-Person,1,0,28.38,0,7,1788,92,50.17,1,11,2.509,1.0,1.571,27.27,1,0
TXN00027921,170.05,Restaurant,1,0,0,Desktop,0,0,36.48,0,5,2331,58,62.07,1,12,2.696,1.0,1.714,5.77,0,0
TXN00027922,86.25,Retail,6,1,0,In-Person,1,1,13.33,0,8,2620,96,35.27,1,14,2.378,1.0,2.0,28.34,1,0
TXN00027923,66.93,Restaurant,10,1,1,Desktop,0,0,22.75,0,6,3318,34,163.65,2,16,0.407,2.0,2.286,2.99,0,0
TXN00027924,48.84,Restaurant,16,6,0,In-Person,1,0,60.23,0,5,744,114,36.32,2,14,1.309,2.0,2.0,1.94,0,0
TXN00027925,681.92,Retail,23,2,1,In-Person,1,0,9.37,0,7,446,32,64.98,2,15,10.336,2.0,2.143,2.87,2,0
TXN00027926,41.64,Restaurant,13,3,0,In-Person,1,0,4.82,0,6,339,113,117.62,0,10,0.351,0.0,1.429,0.9,0,0
TXN00027927,267.27,Travel,12,0,1,Mobile,0,1,11.23,0,9,1929,2,73.46,2,19,3.589,2.0,2.714,8.87,0,0
TXN00027928,117.91,Gas Station,14,3,0,In-Person,1,1,30.76,0,8,2864,116,41.14,0,11,2.798,0.0,1.571,17.86,2,0
TXN00027929,341.6,Entertainment,21,2,0,In-Person,1,0,6.8,0,6,574,23,97.1,3,15,3.482,3.0,2.143,0.79,0,0
TXN00027930,498.63,Entertainment,20,0,0,In-Person,1,1,31.32,0,4,468,82,49.01,3,13,9.97,3.0,1.857,1.93,0,0
TXN00027931,145.21,Entertainment,8,4,0,In-Person,1,0,10.32,0,6,2780,69,30.69,5,16,4.582,5.0,2.286,19.72,0,0
TXN00027932,87.89,Travel,2,3,0,Mobile,0,1,19.81,0,9,3645,30,14.05,3,20,5.839,3.0,2.857,1.43,0,0
TXN00027933,910.37,Online,12,4,0,In-Person,1,1,8.58,0,5,3281,70,65.2,2,13,13.751,2.0,1.857,31.99,0,0
TXN00027934,91.12,Retail,12,0,0,In-Person,1,0,7.02,0,6,2015,89,141.74,4,13,0.638,4.0,1.857,2.1,0,0
TXN00027935,133.02,Restaurant,8,2,1,Mobile,0,0,26.95,0,6,2954,62,67.38,2,17,1.945,2.0,2.429,39.63,0,0
TXN00027936,687.54,Gas Station,17,4,0,Mobile,0,0,43.8,0,5,2330,110,55.13,5,7,12.248,5.0,1.0,2.55,0,0
TXN00027937,148.65,Gas Station,4,4,0,Desktop,0,1,46.27,0,4,281,80,69.28,3,20,2.115,3.0,2.857,29.27,2,0
TXN00027938,2.66,Online,10,1,0,In-Person,1,0,18.48,0,8,3434,79,8.22,2,10,0.288,2.0,1.429,3.38,0,0
TXN00027939,1.35,Restaurant,1,0,0,In-Person,1,0,15.25,1,6,1954,79,43.3,3,10,0.031,3.0,1.429,6.85,0,0
TXN00027940,5.01,Restaurant,16,5,1,Tablet,0,1,12.92,0,10,226,82,32.81,1,11,0.148,1.0,1.571,0.41,2,0
TXN00027941,12.67,Retail,22,2,1,Mobile,0,1,31.69,0,8,2658,69,64.07,3,15,0.195,3.0,2.143,1.15,0,0
TXN00027942,44.12,Travel,19,1,1,In-Person,1,1,14.49,0,7,2810,83,39.33,1,14,1.094,1.0,2.0,16.89,0,0
TXN00027943,93.54,Entertainment,20,3,0,In-Person,1,0,4.77,0,6,3537,68,83.83,0,13,1.103,0.0,1.857,5.46,0,0
TXN00027944,9.39,Grocery,3,2,0,Mobile,0,0,9.48,0,4,746,22,44.98,2,13,0.204,2.0,1.857,0.94,0,0
TXN00027945,106.17,Retail,21,6,0,Mobile,0,0,17.52,0,8,1128,99,40.93,1,10,2.532,1.0,1.429,6.11,0,0
TXN00027946,12.83,Restaurant,17,1,1,In-Person,1,0,28.5,0,1,1176,59,32.43,1,11,0.384,1.0,1.571,9.01,0,0
TXN00027947,223.46,Online,23,6,0,Desktop,0,0,5.71,0,8,3019,30,11.65,1,16,17.662,1.0,2.286,3.36,0,0
TXN00027948,299.53,Grocery,19,3,0,Mobile,0,1,29.74,0,6,1539,46,110.41,0,17,2.689,0.0,2.429,11.78,0,0
TXN00027949,235.96,Restaurant,7,6,1,In-Person,1,1,21.74,0,8,1482,46,58.49,2,11,3.967,2.0,1.571,8.95,0,0
TXN00027950,33.4,Entertainment,18,2,1,In-Person,1,1,12.27,0,3,1176,111,85.67,1,12,0.385,1.0,1.714,10.71,0,0
TXN00027951,3165.68,Grocery,11,1,1,Mobile,0,0,8.16,0,6,314,112,17.05,3,12,175.345,3.0,1.714,24.42,0,0
TXN00027952,8.87,Entertainment,10,2,0,Mobile,0,1,31.73,0,6,1291,93,227.27,3,19,0.039,3.0,2.714,9.88,0,0
TXN00027953,19.87,Retail,15,4,1,Mobile,0,0,31.41,0,8,2368,57,34.73,2,12,0.556,2.0,1.714,2.79,2,0
TXN00027954,183.67,Grocery,4,1,0,Mobile,0,0,13.04,0,4,1733,82,242.11,3,13,0.756,3.0,1.857,5.89,0,0
TXN00027955,52.29,Entertainment,2,4,0,Mobile,0,0,14.98,0,5,2095,104,201.53,2,8,0.258,2.0,1.143,22.61,0,0
TXN00027956,570.86,Restaurant,11,1,0,In-Person,1,0,17.31,0,9,3084,34,306.72,2,18,1.855,2.0,2.571,2.49,1,0
TXN00027957,1.8,Online,14,4,0,In-Person,1,0,46.56,0,8,2229,102,45.24,0,19,0.039,0.0,2.714,8.67,0,0
TXN00027958,61.65,Grocery,15,6,0,In-Person,1,1,31.27,0,8,2844,83,98.62,3,12,0.619,3.0,1.714,6.72,1,0
TXN00027959,8.92,Retail,12,0,1,Desktop,0,0,11.5,0,6,2659,80,73.57,1,17,0.12,1.0,2.429,27.52,0,0
TXN00027960,34.37,Online,6,4,0,In-Person,1,0,6.98,0,10,2922,77,53.44,1,15,0.631,1.0,2.143,0.04,0,0
TXN00027961,53.14,Online,14,0,0,In-Person,1,1,38.2,0,5,3502,36,108.04,2,15,0.487,2.0,2.143,12.83,2,0
TXN00027962,40.74,Gas Station,2,5,1,Mobile,0,0,15.95,0,6,679,80,22.15,3,19,1.76,3.0,2.714,23.53,2,0
TXN00027963,13.31,Retail,11,2,0,Mobile,0,1,33.14,0,3,176,85,42.28,1,23,0.307,1.0,3.286,4.34,0,0
TXN00027964,71.93,Online,7,6,0,In-Person,1,1,5.71,0,7,785,102,40.95,2,15,1.715,2.0,2.143,0.87,0,0
TXN00027965,427.53,Restaurant,11,3,0,Desktop,0,1,2.19,0,7,1539,69,64.13,1,9,6.564,1.0,1.286,3.63,0,0
TXN00027966,27.61,Entertainment,17,3,1,Mobile,0,1,10.13,0,8,2644,28,133.89,0,17,0.205,0.0,2.429,1.56,1,0
TXN00027967,939.43,Grocery,2,3,1,In-Person,1,0,7.69,0,7,1079,9,83.32,0,12,11.141,0.0,1.714,6.56,0,0
TXN00027968,172.48,Entertainment,11,0,1,In-Person,1,0,20.0,0,5,2198,56,43.9,1,12,3.841,1.0,1.714,3.42,0,0
TXN00027969,38.89,Retail,22,3,1,In-Person,1,1,22.27,0,4,3230,49,54.91,3,8,0.696,3.0,1.143,37.82,0,0
TXN00027970,27.53,Restaurant,20,3,0,In-Person,1,1,23.59,0,8,510,119,217.37,4,15,0.126,4.0,2.143,30.24,1,0
TXN00027971,115.58,Grocery,22,4,1,In-Person,1,1,18.29,0,8,1362,27,21.53,0,15,5.13,0.0,2.143,8.38,2,0
TXN00027972,22.74,Retail,1,5,0,In-Person,1,1,13.79,0,2,3015,83,118.17,2,18,0.191,2.0,2.571,27.15,0,0
TXN00027973,165.57,Retail,13,3,0,In-Person,1,0,3.14,0,7,376,25,46.61,2,16,3.477,2.0,2.286,20.51,0,0
TXN00027974,26.71,Entertainment,13,0,1,Mobile,0,0,23.96,0,4,2006,110,36.38,4,18,0.715,4.0,2.571,17.86,0,0
TXN00027975,17.47,Retail,3,4,1,In-Person,1,1,14.37,0,7,1433,102,35.25,3,12,0.482,3.0,1.714,1.81,0,0
TXN00027976,47.81,Restaurant,16,0,1,Mobile,0,0,15.63,0,10,2452,1,76.62,3,18,0.616,3.0,2.571,4.92,0,0
TXN00027977,585.25,Entertainment,14,1,1,Mobile,0,1,40.43,0,6,1146,80,8.79,4,16,59.797,4.0,2.286,0.36,1,0
TXN00027978,8.99,Retail,15,3,0,Tablet,0,0,48.76,0,8,2341,99,225.85,2,9,0.04,2.0,1.286,18.83,0,0
TXN00027979,7.08,Gas Station,4,0,0,In-Person,1,1,20.09,0,6,1575,14,344.87,1,15,0.02,1.0,2.143,15.92,0,0
TXN00027980,20.29,Online,23,0,0,In-Person,1,0,2.18,0,4,2594,104,100.74,4,15,0.199,4.0,2.143,19.57,0,0
TXN00027981,7.2,Online,16,4,0,Mobile,0,0,19.65,0,5,643,106,30.88,4,11,0.226,4.0,1.571,11.42,1,0
TXN00027982,119.38,Travel,22,1,1,Mobile,0,0,25.15,0,8,2023,69,83.58,2,11,1.412,2.0,1.571,33.94,0,0
TXN00027983,43.03,Retail,6,1,0,In-Person,1,0,13.31,0,7,969,82,40.76,3,13,1.03,3.0,1.857,8.67,0,0
TXN00027984,86.95,Restaurant,22,3,1,In-Person,1,0,29.55,0,6,3388,79,80.06,7,19,1.073,7.0,2.714,0.1,2,0
TXN00027985,90.53,Retail,14,6,0,Desktop,0,1,28.25,0,10,2687,71,45.27,3,11,1.957,3.0,1.571,0.92,0,0
TXN00027986,26.69,Grocery,16,5,0,Mobile,0,0,27.53,0,8,3460,74,25.64,4,15,1.002,4.0,2.143,5.48,0,0
TXN00027987,15.32,Online,11,2,0,In-Person,1,1,31.33,0,7,857,34,113.4,2,20,0.134,2.0,2.857,18.09,0,0
TXN00027988,567.1,Restaurant,10,2,0,In-Person,1,1,13.29,0,9,2196,70,47.28,2,20,11.745,2.0,2.857,0.83,0,0
TXN00027989,88.2,Entertainment,18,4,0,In-Person,1,1,18.87,0,3,3145,62,17.32,2,14,4.814,2.0,2.0,1.24,0,0
TXN00027990,3.43,Online,10,6,0,In-Person,1,1,48.15,0,7,460,70,62.76,1,13,0.054,1.0,1.857,30.34,0,0
TXN00027991,49.3,Gas Station,1,3,0,Mobile,0,0,17.74,0,9,468,11,121.45,4,20,0.403,4.0,2.857,39.0,0,0
TXN00027992,12.23,Online,14,4,0,In-Person,1,0,15.49,0,7,480,89,66.87,0,12,0.18,0.0,1.714,2.51,0,0
TXN00027993,99.11,Grocery,4,5,1,Mobile,0,1,12.84,0,5,2093,19,26.39,3,19,3.619,3.0,2.714,10.91,0,0
TXN00027994,236.16,Travel,17,3,0,In-Person,1,1,28.96,0,6,1586,15,69.35,2,16,3.357,2.0,2.286,0.22,0,0
TXN00027995,19.13,Entertainment,20,1,0,In-Person,1,0,1.19,0,6,3130,117,83.4,2,17,0.227,2.0,2.429,4.31,0,0
TXN00027996,166.17,Gas Station,20,2,0,In-Person,1,1,20.71,0,7,3005,78,182.4,1,19,0.906,1.0,2.714,4.64,0,0
TXN00027997,320.26,Online,15,0,0,In-Person,1,0,15.58,0,6,1961,33,55.51,1,19,5.667,1.0,2.714,5.07,0,0
TXN00027998,80.26,Retail,3,2,0,In-Person,1,0,25.38,0,8,949,119,245.02,2,18,0.326,2.0,2.571,6.62,0,0
TXN00027999,18.5,Retail,22,3,1,In-Person,1,1,17.74,1,9,1070,116,19.36,2,17,0.908,2.0,2.429,5.38,0,0
TXN00028000,537.29,Gas Station,9,6,0,In-Person,1,0,29.95,1,8,2175,54,18.91,2,12,26.991,2.0,1.714,2.84,0,0
TXN00028001,542.29,Grocery,21,5,0,In-Person,1,0,10.32,0,9,219,45,126.6,2,13,4.25,2.0,1.857,16.63,0,0
TXN00028002,51.54,Entertainment,1,2,0,In-Person,1,0,8.39,0,5,2886,102,90.47,1,12,0.564,1.0,1.714,39.44,0,0
TXN00028003,57.32,Restaurant,14,0,0,In-Person,1,1,15.45,0,4,518,70,91.49,0,18,0.62,0.0,2.571,48.97,0,0
TXN00028004,82.49,Retail,3,1,0,Desktop,0,0,21.47,0,6,3183,72,95.04,2,10,0.859,2.0,1.429,1.04,1,0
TXN00028005,29.63,Restaurant,15,1,0,In-Person,1,1,10.41,0,6,1439,74,65.61,3,12,0.445,3.0,1.714,6.8,0,0
TXN00028006,39.6,Restaurant,6,3,0,In-Person,1,1,11.45,0,6,3045,100,199.18,5,13,0.198,5.0,1.857,10.77,1,0
TXN00028007,20.27,Retail,11,2,0,Mobile,0,0,16.9,0,7,1548,20,60.86,2,17,0.328,2.0,2.429,1.86,0,0
TXN00028008,337.46,Entertainment,2,3,1,In-Person,1,0,19.38,0,6,3050,91,207.91,1,16,1.615,1.0,2.286,1.39,0,0
TXN00028009,4.66,Grocery,16,2,0,Mobile,0,1,2.25,0,6,2483,45,24.74,4,12,0.181,4.0,1.714,0.8,0,0
TXN00028010,26.01,Gas Station,8,6,1,In-Person,1,1,35.4,0,6,3236,45,203.6,0,14,0.127,0.0,2.0,1.72,0,0
TXN00028011,243.09,Retail,7,4,1,In-Person,1,1,14.34,0,4,2511,57,79.03,2,13,3.037,2.0,1.857,7.2,1,0
TXN00028012,56.02,Retail,22,3,0,In-Person,1,1,40.14,0,7,73,101,92.76,1,16,0.597,1.0,2.286,15.6,0,0
TXN00028013,10.35,Retail,5,2,0,In-Person,1,1,22.81,1,9,1712,2,170.17,1,15,0.06,1.0,2.143,24.77,0,0
TXN00028014,25.08,Retail,14,4,0,Mobile,0,0,6.26,0,7,2587,93,262.52,6,14,0.095,6.0,2.0,1.51,0,0
TXN00028015,481.14,Retail,9,6,1,In-Person,1,0,14.18,0,1,808,79,52.54,3,17,8.987,3.0,2.429,8.02,0,0
TXN00028016,327.88,Grocery,22,3,1,In-Person,1,1,27.63,0,9,254,68,61.73,1,15,5.227,1.0,2.143,15.93,0,0
TXN00028017,42.07,Restaurant,5,6,0,Desktop,0,0,18.72,0,6,3456,13,113.27,1,19,0.368,1.0,2.714,2.69,1,0
TXN00028018,10.28,Retail,14,1,1,In-Person,1,0,16.26,0,2,1105,21,81.44,2,17,0.125,2.0,2.429,46.59,1,0
TXN00028019,219.23,Travel,13,5,1,Tablet,0,1,9.09,0,4,3339,69,46.49,1,13,4.616,1.0,1.857,0.59,0,0
TXN00028020,23.71,Grocery,18,4,0,In-Person,1,0,7.93,0,7,2493,49,23.66,5,10,0.961,5.0,1.429,8.38,1,0
TXN00028021,1350.13,Entertainment,12,6,0,In-Person,1,1,15.45,0,8,10,36,72.86,0,10,18.279,0.0,1.429,0.12,0,0
TXN00028022,17.78,Grocery,13,3,0,In-Person,1,1,13.8,0,9,2208,60,27.37,2,14,0.627,2.0,2.0,11.57,0,0
TXN00028023,111.19,Online,2,0,1,Mobile,0,0,27.44,0,9,2558,58,27.82,2,16,3.858,2.0,2.286,19.15,0,0
TXN00028024,405.61,Gas Station,3,5,0,In-Person,1,0,11.67,0,8,979,107,73.01,2,17,5.48,2.0,2.429,7.08,2,0
TXN00028025,97.9,Entertainment,13,1,0,In-Person,1,0,15.47,0,10,1847,12,68.19,6,14,1.415,6.0,2.0,42.09,0,0
TXN00028026,75.52,Grocery,13,5,0,In-Person,1,1,6.35,0,5,3178,84,13.78,0,19,5.111,0.0,2.714,1.65,2,0
TXN00028027,7.91,Retail,7,5,0,In-Person,1,0,4.61,0,2,2570,90,238.88,1,7,0.033,1.0,1.0,1.38,0,0
TXN00028028,99.06,Retail,9,4,1,Tablet,0,0,42.02,0,8,2383,50,104.04,3,15,0.943,3.0,2.143,0.66,0,0
TXN00028029,89.42,Gas Station,8,2,0,In-Person,1,1,22.57,0,5,1295,116,92.12,2,15,0.96,2.0,2.143,21.68,0,0
TXN00028030,55.77,Online,13,0,0,Mobile,0,1,17.36,0,10,37,75,67.71,2,14,0.812,2.0,2.0,19.1,2,0
TXN00028031,18.21,Restaurant,7,2,1,In-Person,1,0,26.05,0,7,2018,16,26.02,1,20,0.674,1.0,2.857,2.08,0,0
TXN00028032,43.06,Online,10,5,1,In-Person,1,0,24.08,0,1,548,84,84.08,3,14,0.506,3.0,2.0,5.44,0,0
TXN00028033,150.78,Retail,9,0,0,Desktop,0,0,26.45,0,7,526,67,92.33,0,14,1.616,0.0,2.0,2.78,2,0
TXN00028034,46.96,Retail,17,3,0,Mobile,0,1,20.26,0,5,1065,2,74.84,0,16,0.619,0.0,2.286,4.52,1,0
TXN00028035,125.65,Entertainment,3,6,0,In-Person,1,0,19.84,0,5,688,14,198.68,5,15,0.629,5.0,2.143,19.9,2,0
TXN00028036,83.04,Restaurant,3,3,1,In-Person,1,1,9.28,0,9,2693,43,147.89,4,17,0.558,4.0,2.429,17.43,0,0
TXN00028037,27.56,Grocery,11,2,0,In-Person,1,0,10.34,0,7,2046,79,328.61,5,10,0.084,5.0,1.429,30.06,0,0
TXN00028038,69.9,Grocery,17,5,1,In-Person,1,0,18.45,0,7,1553,61,33.18,4,12,2.045,4.0,1.714,2.96,0,0
TXN00028039,23.31,Travel,7,2,0,Mobile,0,1,14.57,0,7,1013,84,72.79,4,15,0.316,4.0,2.143,0.51,0,0
TXN00028040,17.93,Entertainment,2,2,0,Mobile,0,0,13.41,0,6,3615,61,182.18,2,14,0.098,2.0,2.0,6.0,0,0
TXN00028041,150.37,Gas Station,17,4,1,In-Person,1,0,21.04,0,7,2029,69,129.21,3,13,1.155,3.0,1.857,0.37,0,0
TXN00028042,90.56,Restaurant,6,5,1,Desktop,0,0,61.36,0,6,2446,52,65.92,1,9,1.353,1.0,1.286,25.9,0,0
TXN00028043,46.8,Online,0,1,0,Mobile,0,0,14.02,0,8,982,109,182.22,4,10,0.255,4.0,1.429,15.94,0,0
TXN00028044,153.76,Retail,21,2,0,In-Person,1,1,29.29,0,7,3208,7,108.89,3,10,1.399,3.0,1.429,17.71,0,0
TXN00028045,21.76,Retail,12,3,1,In-Person,1,0,61.63,0,6,1627,27,15.78,1,20,1.297,1.0,2.857,0.61,0,0
TXN00028046,19.56,Entertainment,2,6,1,In-Person,1,1,27.49,0,8,3152,47,58.91,7,14,0.326,7.0,2.0,2.19,0,0
TXN00028047,6.4,Retail,2,5,0,In-Person,1,0,37.36,0,6,2047,37,47.03,0,14,0.133,0.0,2.0,8.79,0,0
TXN00028048,11.35,Grocery,14,5,0,Mobile,0,0,36.44,0,6,3495,62,23.99,2,25,0.454,2.0,3.571,3.03,2,0
TXN00028049,42.38,Entertainment,20,5,0,In-Person,1,0,9.82,0,4,1366,43,42.56,6,6,0.973,6.0,0.857,2.0,0,0
TXN00028050,999.44,Grocery,18,6,0,Mobile,0,0,8.67,0,6,3176,62,291.86,2,16,3.413,2.0,2.286,29.77,0,0
TXN00028051,8.63,Online,3,3,0,In-Person,1,1,13.89,0,4,1825,13,61.84,3,15,0.137,3.0,2.143,24.82,0,0
TXN00028052,2.8,Online,12,2,0,In-Person,1,1,7.37,0,8,1945,35,103.47,3,20,0.027,3.0,2.857,1.98,0,0
TXN00028053,36.1,Entertainment,12,5,0,Desktop,0,0,28.66,0,5,2799,111,105.23,3,8,0.34,3.0,1.143,12.8,2,0
